0	1413.56	0.0	7750.0
1	1342.56	0.0	9100.0
2	1423.12	0.0	11060.0
3	1298.4	0.0	8720.0
4	1345.64	0.0	8570.0
5	1398.66	50.0	8620.0
6	1403.24	60.0	10920.0
7	1458.02	40.0	8990.0
8	1454.94	100.0	9220.0
9	1447.46	80.0	9500.0
10	1381.24	90.0	8810.0
11	1361.82	40.0	9040.0
12	1473.24	120.0	8890.0
13	1340.14	120.0	9250.0
14	1479.18	100.0	9100.0
15	1316.66	130.0	9170.0
16	1461.82	50.0	11010.0
17	1408.66	130.0	8170.0
18	1432.24	130.0	9480.0
19	1477.28	130.0	7490.0
20	1504.68	120.0	10190.0
21	1407.9	130.0	11060.0
22	1425.56	130.0	7880.0
23	1412.04	130.0	8700.0
24	1467.02	90.0	9080.0
25	1441.9	130.0	7330.0
26	1430.66	130.0	9020.0
27	1426.22	130.0	8420.0
28	1431.52	130.0	7930.0
29	1329.88	140.0	5840.0
30	1532.4	30.0	8150.0
31	1354.74	90.0	7750.0
32	1374.48	130.0	7510.0
33	1390.04	140.0	8450.0
34	1369.88	130.0	8410.0
35	1504.42	100.0	9690.0
36	1465.18	130.0	7720.0
37	1345.54	130.0	7400.0
38	1502.12	30.0	9700.0
39	1500.86	130.0	8910.0
40	1493.74	130.0	8890.0
41	1487.88	130.0	8090.0
42	1538.34	130.0	7930.0
43	1522.48	130.0	10800.0
44	1491.78	50.0	7520.0
45	1494.72	140.0	9780.0
46	1457.06	90.0	9980.0
47	1483.8	130.0	7610.0
48	1560.84	130.0	8150.0
49	1560.24	130.0	10250.0
50	1464.68	20.0	8580.0
51	1535.26	140.0	9120.0
52	1542.94	80.0	7930.0
53	1451.38	170.0	7550.0
54	1484.36	20.0	7880.0
55	1456.38	150.0	7290.0
56	1482.62	100.0	7450.0
57	1527.88	50.0	9310.0
58	1519.62	150.0	7880.0
59	1427.9	140.0	8100.0
60	1515.04	130.0	7260.0
61	1448.06	130.0	10760.0
62	1526.72	140.0	7870.0
63	1541.4	100.0	9800.0
64	1572.88	160.0	8490.0
65	1543.6	140.0	7710.0
66	1540.6	120.0	9260.0
67	1523.78	180.0	8980.0
68	1539.68	120.0	9050.0
69	1564.86	130.0	8630.0
70	1480.32	150.0	11050.0
71	1502.66	130.0	7630.0
72	1577.74	170.0	9330.0
73	1522.44	40.0	7520.0
74	1575.0	150.0	9020.0
75	1596.4	160.0	8970.0
76	1518.78	30.0	7930.0
77	1573.6	100.0	10750.0
78	1582.34	160.0	8640.0
79	1571.7	20.0	7850.0
80	1510.64	130.0	7660.0
81	1543.1	40.0	9140.0
82	1662.5	90.0	8260.0
83	1549.32	170.0	9180.0
84	1609.4	180.0	7750.0
85	1652.5	60.0	8010.0
86	1608.02	130.0	11800.0
87	1512.74	160.0	8180.0
88	1593.44	40.0	11010.0
89	1496.44	160.0	10190.0
90	1617.22	60.0	9010.0
91	1647.36	130.0	8690.0
92	1586.78	120.0	8350.0
93	1613.88	180.0	7730.0
94	1643.12	130.0	9950.0
95	1598.92	60.0	11070.0
96	1669.14	80.0	13090.0
97	1662.3	160.0	11900.0
98	1620.52	160.0	8750.0
99	1633.04	130.0	7590.0
100	1643.46	190.0	9230.0
101	1608.82	150.0	9050.0
102	1700.28	170.0	7310.0
103	1716.4	180.0	11040.0
104	1726.26	160.0	8480.0
105	1694.56	50.0	9090.0
106	1564.86	180.0	10840.0
107	1692.48	200.0	8210.0
108	1700.02	60.0	8850.0
109	1750.16	160.0	9590.0
110	1715.52	50.0	8360.0
111	1647.16	130.0	8970.0
112	1682.1	60.0	9160.0
113	1774.32	30.0	9100.0
114	1729.18	180.0	8090.0
115	1717.08	180.0	7350.0
116	1698.16	130.0	11000.0
117	1712.46	200.0	8780.0
118	1721.52	180.0	8830.0
119	1748.04	200.0	8820.0
120	1714.34	120.0	8640.0
121	1649.96	110.0	8140.0
122	1691.56	100.0	7550.0
123	1694.82	150.0	8960.0
124	1760.9	150.0	10750.0
125	1749.18	180.0	8390.0
126	1716.26	190.0	13940.0
127	1698.98	130.0	9030.0
128	1580.62	200.0	8280.0
129	1800.56	200.0	12300.0
130	1677.14	170.0	9020.0
131	1783.54	120.0	9070.0
132	1756.36	200.0	8270.0
133	1771.46	70.0	8350.0
134	1845.12	170.0	9090.0
135	1694.06	60.0	8030.0
136	1777.22	180.0	10070.0
137	1670.06	130.0	8140.0
138	1790.38	130.0	9370.0
139	1778.02	210.0	9530.0
140	1725.04	210.0	9160.0
141	1798.74	200.0	9340.0
142	1787.14	150.0	8370.0
143	1869.7	210.0	9450.0
144	1838.96	160.0	8780.0
145	1731.64	130.0	7860.0
146	1865.44	210.0	10920.0
147	1820.96	210.0	8950.0
148	1718.44	150.0	9780.0
149	1761.44	200.0	8350.0
150	1852.14	210.0	10940.0
151	1749.08	210.0	10170.0
152	1861.62	120.0	11920.0
153	1763.0	190.0	10880.0
154	1932.76	210.0	8970.0
155	1859.18	210.0	9710.0
156	1848.62	190.0	10400.0
157	1840.8	190.0	9170.0
158	1730.12	30.0	7410.0
159	1873.26	70.0	10940.0
160	1841.82	220.0	10300.0
161	1959.76	130.0	10610.0
162	1998.78	200.0	8680.0
163	1853.88	210.0	8750.0
164	1792.96	220.0	9410.0
165	1852.9	230.0	11410.0
166	1865.56	190.0	8010.0
167	1825.46	220.0	11200.0
168	1791.3	110.0	7380.0
169	1893.48	200.0	7740.0
170	1857.62	180.0	7930.0
171	1851.42	140.0	7590.0
172	1854.56	250.0	9780.0
173	1852.5	230.0	9110.0
174	1894.88	130.0	10920.0
175	1970.46	130.0	11150.0
176	1875.48	180.0	9470.0
177	2115.84	210.0	10770.0
178	1924.14	170.0	11460.0
179	2027.96	120.0	9580.0
180	1870.74	250.0	9200.0
181	1986.92	210.0	12110.0
182	1969.22	230.0	9840.0
183	1844.14	60.0	8570.0
184	1941.62	210.0	11010.0
185	1878.98	120.0	9870.0
186	1883.84	230.0	8090.0
187	1835.08	220.0	8870.0
188	1933.04	220.0	8400.0
189	1873.94	190.0	8310.0
190	1927.78	170.0	11180.0
191	1886.54	220.0	9350.0
192	1940.64	210.0	9140.0
193	2024.4	160.0	8360.0
194	1989.4	260.0	8850.0
195	1983.32	260.0	11030.0
196	1908.4	200.0	8710.0
197	1919.34	220.0	9350.0
198	1928.28	200.0	9790.0
199	2002.46	250.0	9000.0
200	1946.54	170.0	16030.0
201	1998.58	260.0	11610.0
202	2048.94	240.0	8230.0
203	1960.36	260.0	8860.0
204	2019.52	260.0	11670.0
205	2036.94	260.0	11840.0
206	1973.62	250.0	10700.0
207	1970.06	260.0	8490.0
208	2002.48	250.0	9270.0
209	1874.38	260.0	9300.0
210	1975.5	270.0	13180.0
211	2034.0	260.0	8770.0
212	1987.3	280.0	9410.0
213	2010.3	180.0	12350.0
214	2057.98	230.0	9170.0
215	2039.42	260.0	11890.0
216	2047.56	170.0	12980.0
217	2020.12	280.0	10310.0
218	1946.88	240.0	9730.0
219	2091.34	210.0	11580.0
220	2084.04	280.0	10830.0
221	2100.84	280.0	10690.0
222	1996.12	210.0	10980.0
223	2014.54	260.0	8480.0
224	2073.6	270.0	10550.0
225	2071.94	300.0	10990.0
226	2065.76	310.0	9200.0
227	2063.5	200.0	11400.0
228	2067.02	250.0	10320.0
229	2099.68	230.0	11410.0
230	2067.84	280.0	10980.0
231	2023.4	300.0	12600.0
232	2038.8	280.0	11700.0
233	2155.2	300.0	10810.0
234	2112.36	210.0	11080.0
235	2086.62	310.0	9240.0
236	2133.1	260.0	10950.0
237	2121.26	260.0	8530.0
238	2069.96	280.0	10440.0
239	1989.72	280.0	9760.0
240	2021.96	250.0	9600.0
241	2084.98	280.0	9490.0
242	2123.64	300.0	12080.0
243	2071.38	290.0	9100.0
244	2139.8	310.0	12700.0
245	2132.98	320.0	12750.0
246	2085.9	310.0	8290.0
247	2114.0	280.0	9550.0
248	2007.82	320.0	11820.0
249	2190.62	280.0	9930.0
250	2235.18	330.0	10270.0
251	2228.76	330.0	8730.0
252	2155.58	340.0	11010.0
253	2257.22	340.0	10230.0
254	2146.86	320.0	9410.0
255	2175.46	330.0	14160.0
256	2155.0	330.0	10860.0
257	2175.38	240.0	13630.0
258	2134.98	310.0	10370.0
259	2238.02	350.0	10220.0
260	2147.68	330.0	10200.0
261	2269.36	240.0	12320.0
262	2215.86	340.0	10380.0
263	2244.48	340.0	14280.0
264	2226.8	260.0	11880.0
265	2318.44	340.0	10820.0
