0	8970.0	123942
1	1900.0	36985
2	2650.0	50471
3	1850.0	27126
4	2540.0	57990
5	2780.0	49710
6	3020.0	43501
7	2680.0	39637
8	2250.0	46236
9	3180.0	52871
10	2360.0	56682
11	3360.0	50523
12	3230.0	57511
13	1300.0	34331
14	8520.0	102200
15	2050.0	41239
16	1400.0	41753
17	2230.0	38014
18	2200.0	45630
19	2880.0	39638
20	2580.0	50398
21	3790.0	53225
22	1650.0	31020
23	5320.0	45732
24	2780.0	49702
25	5430.0	46278
26	1920.0	37473
27	3480.0	52842
28	2820.0	47010
29	2580.0	52513
30	3240.0	41617
31	1590.0	36430
32	2580.0	45970
33	1900.0	40740
34	1770.0	35239
35	1100.0	23850
36	2920.0	65401
37	2110.0	53860
38	1670.0	38315
39	750.0	15169
40	1470.0	29234
41	940.0	17354
42	2650.0	54436
43	4160.0	67631
44	2390.0	72358
45	7160.0	82934
46	7880.0	101352
47	2210.0	33968
48	2110.0	42305
49	3210.0	89118
50	2760.0	54265
51	3820.0	80267
52	1440.0	30426
53	2460.0	61308
54	3780.0	57844
55	2660.0	61954
56	2560.0	59520
57	2560.0	53542
58	1200.0	25405
59	4010.0	70776
60	2750.0	53765
61	4430.0	30467
62	2250.0	31433
63	1430.0	35578
64	1870.0	27582
65	4880.0	68015
66	1470.0	31150
67	1220.0	27137
68	1540.0	37035
69	3170.0	77972
70	2490.0	56253
71	2360.0	63552
72	6520.0	46826
73	2540.0	39822
74	2030.0	49055
75	2150.0	33798
76	1090.0	23783
77	3660.0	70189
78	3720.0	58549
79	2240.0	37315
80	1400.0	40528
81	1920.0	46749
82	4530.0	85442
83	2410.0	58904
84	1970.0	48729
85	1460.0	36039
86	2110.0	48201
87	3230.0	44304
88	2630.0	52342
89	2160.0	40960
90	2940.0	62165
91	1040.0	23773
92	2480.0	61141
93	2450.0	51943
94	2050.0	30517
95	3760.0	57450
96	940.0	24383
97	2150.0	38988
98	1020.0	23298
99	2120.0	40517
100	4100.0	55724
101	580.0	12584
102	2260.0	41555
103	2300.0	23367
104	4730.0	43890
105	820.0	19988
106	6340.0	93521
107	1710.0	40223
108	1540.0	37385
109	1990.0	26048
110	1720.0	41308
111	2960.0	62500
112	1970.0	30110
113	1230.0	23481
114	1240.0	26448
115	640.0	13537
116	3960.0	61872
117	3140.0	53682
118	1640.0	54740
119	2570.0	64995
120	1630.0	43388
121	3770.0	66303
122	2340.0	48905
123	2960.0	57041
124	5800.0	82086
125	3340.0	45327
126	2310.0	57193
127	930.0	17902
128	1400.0	46105
129	1090.0	28717
130	1970.0	37462
131	2500.0	27201
132	1460.0	31122
133	1410.0	25205
134	2280.0	37760
135	3140.0	54102
136	1320.0	43787
137	2530.0	43515
138	3690.0	51488
139	1640.0	32220
140	3020.0	47823
141	920.0	29061
142	2160.0	53600
143	2680.0	66121
144	1290.0	30464
145	2490.0	52424
146	3480.0	58433
147	2890.0	37334
148	2860.0	40412
149	2580.0	78565
150	2140.0	49964
151	2490.0	42356
152	1400.0	41738
153	1460.0	38927
154	2030.0	37142
155	4850.0	100454
156	1450.0	38347
157	2130.0	48831
158	1920.0	39210
159	3580.0	64023
160	2590.0	47550
161	2000.0	46140
162	1840.0	28782
163	2070.0	37148
164	1560.0	33452
165	2170.0	51222
166	2580.0	52887
167	1830.0	48100
168	1470.0	47448
169	1220.0	40916
170	4030.0	87542
